chunk_id,edition_id,work_id,deep_id,title,author,year,genre_deep,play_type_deep,tcp,n_nodes_in_chunk,len_B_words
965_00007,965,450,780,"Antigone, the Theban Princess","May, Thomas",1631,tragedy,Closet/Unacted;Nonprofessional,A07329,64,464
965_00008,965,450,780,"Antigone, the Theban Princess","May, Thomas",1631,tragedy,Closet/Unacted;Nonprofessional,A07329,61,458
965_00009,965,450,780,"Antigone, the Theban Princess","May, Thomas",1631,tragedy,Closet/Unacted;Nonprofessional,A07329,65,508
965_00010,965,450,780,"Antigone, the Theban Princess","May, Thomas",1631,tragedy,Closet/Unacted;Nonprofessional,A07329,78,543
965_00011,965,450,780,"Antigone, the Theban Princess","May, Thomas",1631,tragedy,Closet/Unacted;Nonprofessional,A07329,77,517
965_00012,965,450,780,"Antigone, the Theban Princess","May, Thomas",1631,tragedy,Closet/Unacted;Nonprofessional,A07329,77,519
965_00013,965,450,780,"Antigone, the Theban Princess","May, Thomas",1631,tragedy,Closet/Unacted;Nonprofessional,A07329,67,516
965_00014,965,450,780,"Antigone, the Theban Princess","May, Thomas",1631,tragedy,Closet/Unacted;Nonprofessional,A07329,80,515
965_00015,965,450,780,"Antigone, the Theban Princess","May, Thomas",1631,tragedy,Closet/Unacted;Nonprofessional,A07329,72,454
965_00016,965,450,780,"Antigone, the Theban Princess","May, Thomas",1631,tragedy,Closet/Unacted;Nonprofessional,A07329,70,491
965_00017,965,450,780,"Antigone, the Theban Princess","May, Thomas",1631,tragedy,Closet/Unacted;Nonprofessional,A07329,64,458
965_00018,965,450,780,"Antigone, the Theban Princess","May, Thomas",1631,tragedy,Closet/Unacted;Nonprofessional,A07329,62,462
965_00019,965,450,780,"Antigone, the Theban Princess","May, Thomas",1631,tragedy,Closet/Unacted;Nonprofessional,A07329,75,482
965_00020,965,450,780,"Antigone, the Theban Princess","May, Thomas",1631,tragedy,Closet/Unacted;Nonprofessional,A07329,74,530
965_00021,965,450,780,"Antigone, the Theban Princess","May, Thomas",1631,tragedy,Closet/Unacted;Nonprofessional,A07329,78,532
965_00022,965,450,780,"Antigone, the Theban Princess","May, Thomas",1631,tragedy,Closet/Unacted;Nonprofessional,A07329,69,506
966_00000,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,61,448
966_00001,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,71,492
966_00002,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,70,503
966_00003,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,65,498
966_00004,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,72,508
966_00005,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,65,501
966_00006,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,66,488
966_00007,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,69,491
966_00008,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,61,497
966_00009,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,53,471
966_00010,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,60,474
966_00011,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,57,475
966_00012,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,63,478
966_00013,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,57,475
966_00014,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,59,475
966_00015,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,65,503
966_00016,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,66,492
966_00017,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,69,505
966_00018,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,65,498
966_00019,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,64,493
966_00020,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,65,500
966_00021,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,69,496
966_00022,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,66,495
966_00023,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,66,506
966_00024,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,65,486
966_00025,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,67,495
966_00026,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,65,494
966_00027,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,63,495
966_00028,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,64,477
966_00029,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,67,505
966_00030,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,67,519
966_00031,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,74,507
966_00032,966,451,781,The Duchess of Suffolk,"Drue, Thomas",1631,history,Adult Professional;Professional,A20866,66,512
967_00000,967,452,782,Chloridia: Rites to Chloris and Her Nymphs,"Jonson, Ben",1631,masque,Nonprofessional;Occasional,A04644,51,327
967_00001,967,452,782,Chloridia: Rites to Chloris and Her Nymphs,"Jonson, Ben",1631,masque,Nonprofessional;Occasional,A04644,1,412
967_00002,967,452,782,Chloridia: Rites to Chloris and Her Nymphs,"Jonson, Ben",1631,masque,Nonprofessional;Occasional,A04644,71,447
968_00000,968,452,5124.15,Chloridia: Rites to Chloris and Her Nymphs,"Jonson, Ben",1641,masque,Occasional;Nonprofessional,A72473,53,331
968_00001,968,452,5124.15,Chloridia: Rites to Chloris and Her Nymphs,"Jonson, Ben",1641,masque,Occasional;Nonprofessional,A72473,1,412
968_00002,968,452,5124.15,Chloridia: Rites to Chloris and Her Nymphs,"Jonson, Ben",1641,masque,Occasional;Nonprofessional,A72473,71,446
969_00000,969,453,783,Albion's Triumph,"Townshend, Aurelian",1631,masque,Occasional;Nonprofessional,A13846,53,484
969_00001,969,453,783,Albion's Triumph,"Townshend, Aurelian",1631,masque,Occasional;Nonprofessional,A13846,28,490
969_00002,969,453,783,Albion's Triumph,"Townshend, Aurelian",1631,masque,Occasional;Nonprofessional,A13846,52,493
969_00003,969,453,783,Albion's Triumph,"Townshend, Aurelian",1631,masque,Occasional;Nonprofessional,A13846,80,501
970_00000,970,454,785,Tempe Restored  (Tempe Restauratum),"Townshend, Aurelian",1631,masque,Occasional;Nonprofessional,A13848,65,503
970_00001,970,454,785,Tempe Restored  (Tempe Restauratum),"Townshend, Aurelian",1631,masque,Occasional;Nonprofessional,A13848,76,461
971_00000,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,2,500
971_00001,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,5,481
971_00002,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,2,392
971_00003,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,3,559
971_00004,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,11,427
971_00005,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,26,429
971_00006,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,17,476
971_00007,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,1,500
971_00008,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,22,476
971_00009,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,22,469
971_00010,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,11,497
971_00011,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,23,461
971_00012,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,28,469
971_00013,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,12,470
971_00014,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,21,484
971_00015,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,13,518
971_00016,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,2,518
971_00017,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,28,494
971_00018,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,9,499
971_00019,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,19,490
971_00020,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,27,481
971_00021,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,22,487
971_00022,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,27,491
971_00023,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,23,516
971_00024,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,28,482
971_00025,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,26,492
971_00026,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,16,483
971_00027,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,22,494
971_00028,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,30,496
971_00029,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,12,501
971_00030,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,24,488
971_00031,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,5,484
971_00032,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,23,501
971_00033,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,23,530
971_00034,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,18,469
971_00035,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,23,487
971_00036,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,50,508
971_00037,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,36,495
971_00038,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,20,482
971_00039,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,25,495
971_00040,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,17,506
971_00041,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,27,496
971_00042,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,21,517
971_00043,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,23,480
971_00044,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,28,493
971_00045,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,10,484
971_00046,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,16,489
971_00047,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,30,494
971_00048,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,23,486
971_00049,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,43,491
971_00050,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,38,491
971_00051,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,23,482
971_00052,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,19,488
971_00053,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,29,492
971_00054,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,15,493
971_00055,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,24,480
971_00056,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,34,484
971_00057,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,13,491
971_00058,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,13,510
971_00059,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,20,459
971_00060,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,25,496
971_00061,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,24,490
971_00062,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,28,507
971_00063,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,33,502
971_00064,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,63,498
971_00065,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,28,495
971_00066,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,62,497
971_00067,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,55,503
971_00068,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,33,493
971_00069,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,31,471
971_00070,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,23,484
971_00071,971,455,5124.001,Bartholomew Fair,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,23,499
972_00000,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,23,480
972_00001,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,38,474
972_00002,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,68,462
972_00003,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,71,465
972_00004,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,67,507
972_00005,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,75,495
972_00006,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,81,508
972_00007,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,82,492
972_00008,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,75,497
972_00009,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,70,476
972_00010,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,29,479
972_00011,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,35,492
972_00012,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,76,510
972_00013,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,71,500
972_00014,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,72,502
972_00015,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,78,494
972_00016,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,69,491
972_00017,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,75,491
972_00018,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,68,493
972_00019,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,72,495
972_00020,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,80,499
972_00021,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,38,496
972_00022,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,42,504
972_00023,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,77,482
972_00024,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,81,491
972_00025,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,84,492
972_00026,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,75,498
972_00027,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,74,498
972_00028,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,73,496
972_00029,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,75,496
972_00030,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,66,475
972_00031,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,31,486
972_00032,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,57,467
972_00033,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,73,466
972_00034,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,70,474
972_00035,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,75,482
972_00036,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,71,496
972_00037,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,83,475
972_00038,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,75,484
972_00039,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,80,509
972_00040,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,59,514
972_00041,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,40,507
972_00042,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,76,506
972_00043,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,68,504
972_00044,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,78,512
972_00045,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,80,509
972_00046,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,77,502
972_00047,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,66,509
972_00048,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,89,498
972_00049,972,456,5124.004,The Staple of News,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,73,559
973_00000,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,61,515
973_00001,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,59,508
973_00002,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,63,516
973_00003,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,61,542
973_00004,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,72,512
973_00005,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,72,490
973_00006,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,75,491
973_00007,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,60,483
973_00008,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,61,491
973_00009,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,62,463
973_00010,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,58,476
973_00011,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,60,472
973_00012,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,59,450
973_00013,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,68,515
973_00014,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,72,494
973_00015,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,63,492
973_00016,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,61,478
973_00017,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,65,488
973_00018,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,62,487
973_00019,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,67,502
973_00020,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,65,474
973_00021,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,65,518
973_00022,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,66,485
973_00023,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,71,512
973_00024,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,65,504
973_00025,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,66,520
973_00026,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,64,481
973_00027,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,71,487
973_00028,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,65,484
973_00029,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,67,461
973_00030,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,72,461
973_00031,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,70,477
973_00032,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,68,483
973_00033,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,77,485
973_00034,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,81,480
973_00035,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,73,488
973_00036,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,76,491
973_00037,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,81,478
973_00038,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,78,512
973_00039,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,74,496
973_00040,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,83,504
973_00041,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,81,496
973_00042,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,66,489
973_00043,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,72,490
973_00044,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,79,493
973_00045,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,69,500
973_00046,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,65,492
973_00047,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,70,474
973_00048,973,457,5124.003,The Devil Is an Ass,"Jonson, Ben",1631,comedy,Adult Professional;Professional,A72473,65,461
